tweet,label
First day of school and spectrum internet has already shit itself. Amazing,sarcastic
alllllll nighter. woohoo,sarcastic
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",sarcastic
Every time I see an establishment with paper straws I turn a little bit Republican,sarcastic
Love that someone broke into my car this morning,sarcastic
I hate you so much @Eagles,sarcastic
So weird how Venmo hasn’t venmoed me yet really thought I was the one,sarcastic
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,sarcastic
Joey the genius! I wish i was as brainy as him #towie,sarcastic
I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,sarcastic
imagine being able to sleep haha can’t relate,sarcastic
only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,sarcastic
Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,sarcastic
Just gotta realize no ones interested in what I have to say 👌,sarcastic
nothing quite says hello 2020 like hypothermia 🥳,sarcastic
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,sarcastic
"our lord and savior, frank ocean, has saved us all once again.",sarcastic
i stg i probably talk to my tv more than i do to actual people whoops rip social life,sarcastic
Will pessi sign for man city,sarcastic
Life is about eating chicken finger and getting drunk,sarcastic
I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,sarcastic
ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,sarcastic
my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃,sarcastic
Death by Zara fitting room,sarcastic
Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,sarcastic
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",sarcastic
can't wait to cop tickets to see the cracker quartet,sarcastic
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,sarcastic
employer: so what are your strengths me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m,sarcastic
Who's ready for monsoon storms allllll weekend?!?!,sarcastic
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,sarcastic
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",sarcastic
Well. That went well. #BelgianGP,sarcastic
love waking up in a panic 🥴🥴,sarcastic
"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",sarcastic
don’t make me rewatch panic 🤨,sarcastic
pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,sarcastic
"hello to all three of my followers, this is my big return to twitter",sarcastic
we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,sarcastic
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,sarcastic
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,sarcastic
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",sarcastic
Mine and @livlawrencex snapchats are just stunning👌,sarcastic
They should just put a wall around the pitch to stop the ball going out,sarcastic
@32watto Neighbours,sarcastic
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",sarcastic
never drinking again,sarcastic
I reckon I could have put that in the net Morelos sir,sarcastic
what a great day to be stuck inside 🙃,sarcastic
Happy birthday to me!! I’m 30! 😭,sarcastic
Every time you complain about neopronouns or xenogenders we add five more,sarcastic
naming my son onickolas in honor of my love for @NICKIMINAJ,sarcastic
Enjoy the bars and vineyards✌🏻 Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore,sarcastic
@jabadgo @Nibellion Don’t run it on a school-provided laptop,sarcastic
gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,sarcastic
thinking about how no one is obsessed with me 💔,sarcastic
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",sarcastic
It was the jerseys,sarcastic
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",sarcastic
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,sarcastic
Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,sarcastic
if jesus was resurrected again i would vote for him,sarcastic
"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",sarcastic
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",sarcastic
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",sarcastic
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,sarcastic
cant wait to dance with harry styles and the delta variant at their concert in november!!,sarcastic
really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,sarcastic
It’s “let’s see how many crumbs I can find in scarf” szn.,sarcastic
"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",sarcastic
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",sarcastic
"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",sarcastic
The most 2020 quote of the year:  Me: we should go to the Van Gogh Museum! Little Brother: is that the donny with one ear?,sarcastic
I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,sarcastic
Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.  Nothing against him but he just doesn't inspire me to watch football.  #Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq,sarcastic
I love when I learn about stuff I've apparently done and said from people😂,sarcastic
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,sarcastic
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,sarcastic
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,sarcastic
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",sarcastic
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,sarcastic
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,sarcastic
"""Should I wear my lime green pants?"" dad its 4th of july...",sarcastic
How does one find motivation to do basically anything? Asking for a friend.,sarcastic
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,sarcastic
James Harden is allowed to travel every time he drives apparently,sarcastic
South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,sarcastic
do i like him or is his hair just curly??,sarcastic
“You’re never going to have a white boyfriend are you Jess” Nah don’t think so Mum,sarcastic
flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,sarcastic
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,sarcastic
Most people have security cameras for protection. Ours acts as a DVR,sarcastic
Is there a zombie apocalypse going on upper street,sarcastic
💫jsc bonding nights💫🥰🥳,sarcastic
tiktok's full name is tictactoetok,sarcastic
you ever completely embarrass yourself on zoom and decide to drop out of college?,sarcastic
thats it im packing my things and moving to italy see u all in a month xo,sarcastic
@kashirenaii i would never go to six flags with u,sarcastic
next person that puts beomsil on my tl has to deal w me crying on the floor,sarcastic
its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,sarcastic
just met the love of my life don't text,sarcastic
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,sarcastic
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",sarcastic
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,sarcastic
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",sarcastic
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,sarcastic
Good morning September... Hello tonsillitis :(,sarcastic
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,sarcastic
"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",sarcastic
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,sarcastic
Just saw a cop riding a segway?!! So glad my taxes paid for that.,sarcastic
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,sarcastic
"""I can't wait to be a piece of shit with a bachelors degree""",sarcastic
Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,sarcastic
@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,sarcastic
"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",sarcastic
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",sarcastic
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,sarcastic
Having morning sickness when you're not actually pregnant is all the fun,sarcastic
They really said you can’t have nice weather AND no lockdown for your bday this year huh,sarcastic
“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,sarcastic
Just had a flashback about a boy and nearly threw up in my mouth,sarcastic
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,sarcastic
"Dear @krispykremeUK,  I see your enticing #Thanksgiving offer that ends on 2 Dec.  I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩  #justsaying #AskingForAFriend  #opportunity",sarcastic
Wow great album from Kanye. v John Cage 4’43 vibes x,sarcastic
"Just got in, how’d Liverpool get on?",sarcastic
Actually considering applying for the undateables,sarcastic
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣",sarcastic
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",sarcastic
So excited to start this job!😊,sarcastic
"Maybe if we didn’t comment on things that don’t concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️",sarcastic
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?""  me: yes dad yes i am cuz im dating all of them duh",sarcastic
"I just read, ""oftenly"" and threw up in my mouth a little.",sarcastic
"I unsubscribe from being an adult, its not for me",sarcastic
i love siriusxm. siriusxm is my friend,sarcastic
"A whole 2% off for a single order, rejoice",sarcastic
Can’t wait to see Ed sheeran at tramlines tomoz x,sarcastic
"@kirkkorner ""But it's a deterrent"" 🙄",sarcastic
Great start to the day Neros was shut and now I'm going akip on the bus 😴😵,sarcastic
@Torialou78 My excellent photography skills! :p lmao!!!,sarcastic
"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",sarcastic
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,sarcastic
There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,sarcastic
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,sarcastic
Just won 3 cents on HQ words...early retirement here I come 😍,sarcastic
Schadenfreude x,sarcastic
"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",sarcastic
My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,sarcastic
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,sarcastic
I'm just living off salads and yogurt and loving it tbh,sarcastic
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,sarcastic
"You guys, how cool would a British version of Breaking Bad be?  Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.",sarcastic
Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️,sarcastic
2 minutes into the book and I already hate the main character. Lovely,sarcastic
i would rather be outside reed timmers car in f3 tornado winds than go to work today,sarcastic
"North Dakota: *has one decent week of weather* Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",sarcastic
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,sarcastic
Happy birthday to me. I got pinged and can't leave the house 🥰🤡,sarcastic
"don't cry because it happened, smile because it's over &lt;3",sarcastic
@rickyberwick And you said Donald trump was racist 😑,sarcastic
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,sarcastic
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,sarcastic
I really hate the new TikTok voice over voice - she sound annoying af,sarcastic
Mad how many cars they make now without indicators 🙃,sarcastic
my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,sarcastic
My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup,sarcastic
Lil Pump is the Nelson Mandela of our generation,sarcastic
I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,sarcastic
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,sarcastic
this time tomorrow i'll be dying at school Cannot Wait!,sarcastic
rewatching degrassi for the millionth time,sarcastic
Matt Hancock is a top shagger,sarcastic
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,sarcastic
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",sarcastic
Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,sarcastic
Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,sarcastic
Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,sarcastic
we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,sarcastic
"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",sarcastic
"Get ready for the next big horror game this season, Slender Suburban Man",sarcastic
If I were the Red Sox I would simply play the Orioles more,sarcastic
Wow... the universe gave me the task of a potty training a whole human? the audacity.,sarcastic
@Mike_Fabricant This aged well,sarcastic
tanning in this heat is an extreme sport,sarcastic
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,sarcastic
Jaegermeister did 9/11,sarcastic
"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",sarcastic
Searching for Pokemon later because I hate myself haha !!!,sarcastic
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,sarcastic
"me: revises cells + other general biology stuff edexcel: ""i want a fit summer bod, get them to tell me how i get one"" #EdexcelBiology #Gcses2018",sarcastic
good evening sharks. hooters but for feet.,sarcastic
Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,sarcastic
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,sarcastic
came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,sarcastic
No longer a female as I refuse to wear heels ever again,sarcastic
I changed out of my pajamas today and I think that’s really brave,sarcastic
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,sarcastic
omg my ships are gonna love what taylor swift has done for them,sarcastic
Can’t wait for those $2000 checks to go out immediately,sarcastic
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",sarcastic
"AT&amp;T is truly amazing They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service. We called them, they told us to not worry and if the phones are fine they wouldn't be shut off Guess what got shut off this morning? LOL",sarcastic
They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,sarcastic
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,sarcastic
Why are the side effects of antidepressants so ✨scary✨,sarcastic
I like making food and then not eating it to assert my dominance,sarcastic
victoria has a crush on maluma,sarcastic
if i saw a capybara in person id probably throw up,sarcastic
"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",sarcastic
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,sarcastic
CLB cover art makes me want to pound my knees with a hammer.,sarcastic
virgos are leos in a vest,sarcastic
it’s literally so hard being this hot and sexy and beautiful everyday,sarcastic
It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,sarcastic
I just love falling up the stairs 😑,sarcastic
Is spunk a slur?,sarcastic
i have bags under my eyes because im tired of your bs:),sarcastic
I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,sarcastic
i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)),sarcastic
imma still vote for vermin supreme this presidential election 😤,sarcastic
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",sarcastic
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,sarcastic
"love island is ending, law school is starting again…summer is really over",sarcastic
@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode  What should I do?,sarcastic
so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,sarcastic
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,sarcastic
So staying up late was worth it..... 😪😩,sarcastic
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,sarcastic
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"". #IntoTheSpiderVerse",sarcastic
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",sarcastic
Bristol is absolutely littered with students!! Glad I never was one🙈,sarcastic
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",sarcastic
What happened to unbiased journalism @SkyNews?,sarcastic
"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls",sarcastic
I’ve been laid off !! Nice:)),sarcastic
Lol at my life :),sarcastic
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,sarcastic
I’m in Canada so like Happy 4rth?,sarcastic
Anyone else wanna ruin me day x,sarcastic
"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",sarcastic
@devisridhar Do you know of any good chippies in the Crewe area?,sarcastic
i love 6 hour panic attacks,sarcastic
"@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?",sarcastic
@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,sarcastic
The numbers talking to me!,sarcastic
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",sarcastic
Ayeee it’s officially “I’m not even your girl” season 😛,sarcastic
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,sarcastic
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,sarcastic
@c_j_mcburney Suspect there’s still room for you in the ground,sarcastic
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,sarcastic
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",sarcastic
"these two girls are on the beach in lawn chairs, i love shoobies",sarcastic
I'm literally out here trading eggs for potatoes  Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus,sarcastic
I do love it when my mum makes me spend my savings on beer 😒,sarcastic
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,sarcastic
Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,sarcastic
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",sarcastic
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",sarcastic
I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,sarcastic
“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,sarcastic
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,sarcastic
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",sarcastic
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,sarcastic
"@barcacentre Unemployed and lazy that Messi guy 😂  (I'm being sarcastic guys, I'm warning you lol)",sarcastic
"My poo is green, how festive.",sarcastic
turning 22 next week so naturally I increased my tinder age range up to 60,sarcastic
Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,sarcastic
im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,sarcastic
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long   “You were supposed to be my ride or die 😩”  Okay, so die then.",sarcastic
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",sarcastic
is this an earthquake because i am shook right now,sarcastic
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,sarcastic
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,sarcastic
"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",sarcastic
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,sarcastic
"@kittin_knittin According to a Trump republican,  that's relative to Penis size.  There's a video.  Lol",sarcastic
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",sarcastic
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,sarcastic
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,sarcastic
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,sarcastic
Can cats wear nail polish,sarcastic
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",sarcastic
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,sarcastic
@mcfcok82 Thank you for your well balanced and thoughtful input,sarcastic
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,sarcastic
watching tik toks at full volume in the middle of the airport should be a federal offense,sarcastic
i’m gonna get a boob job so i call myself a customizable doll,sarcastic
Friendly reminder you’re not vegan if you swallow cum,sarcastic
what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,sarcastic
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,sarcastic
‘It’s only a game’ 🥴🥴,sarcastic
I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️,sarcastic
"Oh good, it's time for the bi-monthly random power outage.",sarcastic
"Wish I was the bitch that Elijah hewson fucking hated, sad :(",sarcastic
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,sarcastic
"@adi_jord agreed, this is ridiculous, gotta cop a pair",sarcastic
Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,sarcastic
@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,sarcastic
can't wait til a bunch of pudgy suburban dads save the day with their firearms,sarcastic
Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,sarcastic
V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,sarcastic
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,sarcastic
. @shopDisney thanks for shutting down the only Disney Store in northeastern Ohio. The other two stores went out of business yrs ago. It’s not the same with shipping costs online not to mention LE doll sales are an absolute nightmare online. So unbelievably disappointing. 💔,sarcastic
"just booked to see David Gray too,,, am i 40",sarcastic
I may look happy on the outside bit on the inside I'm dying #painful #sad,sarcastic
"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",sarcastic
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,sarcastic
also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,sarcastic
Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,sarcastic
i’m sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands🙃,sarcastic
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,sarcastic
"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",sarcastic
6 more hours and then a whoppingly massive 2days off work! wowzers!,sarcastic
me not turning up to work is a feminist movement actually,sarcastic
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,sarcastic
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,sarcastic
"@banalincolnlogs red among us guy, hes hot dont come for me",sarcastic
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",sarcastic
hey guys! i’m so happy to announce that i’m officially brain dead ☺️,sarcastic
Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,sarcastic
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,sarcastic
Currently bombing aces on the volleyball court and math tests in the classroom. #StudentAthlete,sarcastic
